Sexo;Comunidades Autónomas;Sector del nivel de formación alcanzado;Periodo;Total
Mujeres;01 Andalucía;03 Ciencias sociales, periodismo y documentación;2020;23,22
Mujeres;01 Andalucía;03 Ciencias sociales, periodismo y documentación;2019;23,36
Mujeres;01 Andalucía;03 Ciencias sociales, periodismo y documentación;2018;14,39
Mujeres;01 Andalucía;03 Ciencias sociales, periodismo y documentación;2017;19,92
Mujeres;01 Andalucía;03 Ciencias sociales, periodismo y documentación;2016;22,22
Mujeres;01 Andalucía;04 Negocios, administración y derecho;2020;18,32
Mujeres;01 Andalucía;04 Negocios, administración y derecho;2019;15,24
Mujeres;01 Andalucía;04 Negocios, administración y derecho;2018;21,01
Mujeres;01 Andalucía;04 Negocios, administración y derecho;2017;19,41
Mujeres;01 Andalucía;04 Negocios, administración y derecho;2016;26,76
Mujeres;01 Andalucía;05 Ciencias naturales, químicas, físicas y matemáticas;2020;8,74
Mujeres;01 Andalucía;05 Ciencias naturales, químicas, físicas y matemáticas;2019;13,74
Mujeres;01 Andalucía;05 Ciencias naturales, químicas, físicas y matemáticas;2018;12,54
Mujeres;01 Andalucía;05 Ciencias naturales, químicas, físicas y matemáticas;2017;27,16
Mujeres;01 Andalucía;05 Ciencias naturales, químicas, físicas y matemáticas;2016;19,96
Mujeres;01 Andalucía;06 Tecnologías de la información y las comunicaciones (TIC);2020;25,43
Mujeres;01 Andalucía;06 Tecnologías de la información y las comunicaciones (TIC);2019;36,54
Mujeres;01 Andalucía;06 Tecnologías de la información y las comunicaciones (TIC);2018;19,7
Mujeres;01 Andalucía;06 Tecnologías de la información y las comunicaciones (TIC);2017;2,97
Mujeres;01 Andalucía;06 Tecnologías de la información y las comunicaciones (TIC);2016;16,87
Mujeres;01 Andalucía;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;9,11
Mujeres;01 Andalucía;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;31,73
Mujeres;01 Andalucía;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;12,69
Mujeres;01 Andalucía;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;27,28
Mujeres;01 Andalucía;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;23,9
Mujeres;01 Andalucía;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;27,87
Mujeres;01 Andalucía;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;57,44
Mujeres;01 Andalucía;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;6,81
Mujeres;01 Andalucía;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;27,7
Mujeres;01 Andalucía;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;41,29
Mujeres;01 Andalucía;09 Salud y servicios sociales;2020;14,51
Mujeres;01 Andalucía;09 Salud y servicios sociales;2019;10,58
Mujeres;01 Andalucía;09 Salud y servicios sociales;2018;14,64
Mujeres;01 Andalucía;09 Salud y servicios sociales;2017;17,28
Mujeres;01 Andalucía;09 Salud y servicios sociales;2016;16,47
Mujeres;01 Andalucía;10 Servicios;2020;24,27
Mujeres;01 Andalucía;10 Servicios;2019;20,35
Mujeres;01 Andalucía;10 Servicios;2018;24,16
Mujeres;01 Andalucía;10 Servicios;2017;26,04
Mujeres;01 Andalucía;10 Servicios;2016;38,1
Mujeres;01 Andalucía;99 Sectores desconocidos o no especificados;2020;53,95
Mujeres;01 Andalucía;99 Sectores desconocidos o no especificados;2019;44,72
Mujeres;01 Andalucía;99 Sectores desconocidos o no especificados;2018;46,22
Mujeres;01 Andalucía;99 Sectores desconocidos o no especificados;2017;34,55
Mujeres;01 Andalucía;99 Sectores desconocidos o no especificados;2016;57,35
Mujeres;02 Aragón;00 Formación general, formación básica de adultos y habilidades personales;2020;18,74
Mujeres;02 Aragón;00 Formación general, formación básica de adultos y habilidades personales;2019;14,39
Mujeres;02 Aragón;00 Formación general, formación básica de adultos y habilidades personales;2018;17,01
Mujeres;02 Aragón;00 Formación general, formación básica de adultos y habilidades personales;2017;19,3
Mujeres;02 Aragón;00 Formación general, formación básica de adultos y habilidades personales;2016;25,88
Mujeres;02 Aragón;01 Educación;2020;11,83
Mujeres;02 Aragón;01 Educación;2019;9,61
Mujeres;02 Aragón;01 Educación;2018;4,6
Mujeres;02 Aragón;01 Educación;2017;6,98
Mujeres;02 Aragón;01 Educación;2016;20,12
Mujeres;02 Aragón;02 Artes, humanidades y lenguas;2020;3,69
Mujeres;02 Aragón;02 Artes, humanidades y lenguas;2019;17,56
Mujeres;02 Aragón;02 Artes, humanidades y lenguas;2018;3,65
Mujeres;02 Aragón;02 Artes, humanidades y lenguas;2017;14,51
Mujeres;02 Aragón;02 Artes, humanidades y lenguas;2016;17,67
Mujeres;02 Aragón;03 Ciencias sociales, periodismo y documentación;2020;11,75
Mujeres;02 Aragón;03 Ciencias sociales, periodismo y documentación;2019;5,79
Mujeres;02 Aragón;03 Ciencias sociales, periodismo y documentación;2018;10,65
Mujeres;02 Aragón;03 Ciencias sociales, periodismo y documentación;2017;14,24
Mujeres;02 Aragón;03 Ciencias sociales, periodismo y documentación;2016;0,98
Mujeres;02 Aragón;04 Negocios, administración y derecho;2020;12,39
Mujeres;02 Aragón;04 Negocios, administración y derecho;2019;6,43
Mujeres;02 Aragón;04 Negocios, administración y derecho;2018;13,19
Mujeres;02 Aragón;04 Negocios, administración y derecho;2017;11,29
Mujeres;02 Aragón;04 Negocios, administración y derecho;2016;13,85
Mujeres;02 Aragón;05 Ciencias naturales, químicas, físicas y matemáticas;2020;21,1
Mujeres;02 Aragón;05 Ciencias naturales, químicas, físicas y matemáticas;2019;9,35
Mujeres;02 Aragón;05 Ciencias naturales, químicas, físicas y matemáticas;2018;1,16
Mujeres;02 Aragón;05 Ciencias naturales, químicas, físicas y matemáticas;2017;27,83
Mujeres;02 Aragón;05 Ciencias naturales, químicas, físicas y matemáticas;2016;9,42
Mujeres;02 Aragón;06 Tecnologías de la información y las comunicaciones (TIC);2020;7,41
Mujeres;02 Aragón;06 Tecnologías de la información y las comunicaciones (TIC);2019;19,2
Mujeres;02 Aragón;06 Tecnologías de la información y las comunicaciones (TIC);2018;0
Mujeres;02 Aragón;06 Tecnologías de la información y las comunicaciones (TIC);2017;17,75
Mujeres;02 Aragón;06 Tecnologías de la información y las comunicaciones (TIC);2016;0
Mujeres;02 Aragón;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;14,94
Mujeres;02 Aragón;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;21,83
Mujeres;02 Aragón;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;8,01
Mujeres;02 Aragón;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;18,11
Mujeres;02 Aragón;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;25,94
Mujeres;02 Aragón;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;25,34
Mujeres;02 Aragón;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;0
Mujeres;02 Aragón;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;9,96
Mujeres;02 Aragón;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;4,56
Mujeres;02 Aragón;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;0
Mujeres;02 Aragón;09 Salud y servicios sociales;2020;4,34
Mujeres;02 Aragón;09 Salud y servicios sociales;2019;1,91
Mujeres;02 Aragón;09 Salud y servicios sociales;2018;7,36
Mujeres;02 Aragón;09 Salud y servicios sociales;2017;6,8
Mujeres;02 Aragón;09 Salud y servicios sociales;2016;6,03
Mujeres;02 Aragón;10 Servicios;2020;21,46
Mujeres;02 Aragón;10 Servicios;2019;17,74
Mujeres;02 Aragón;10 Servicios;2018;9,19
Mujeres;02 Aragón;10 Servicios;2017;16,63
Mujeres;02 Aragón;10 Servicios;2016;15,26
Mujeres;02 Aragón;99 Sectores desconocidos o no especificados;2020;100
Mujeres;02 Aragón;99 Sectores desconocidos o no especificados;2019;37
Mujeres;02 Aragón;99 Sectores desconocidos o no especificados;2018;58,81
Mujeres;02 Aragón;99 Sectores desconocidos o no especificados;2017;..
Mujeres;02 Aragón;99 Sectores desconocidos o no especificados;2016;..
Mujeres;03 Asturias, Principado de;00 Formación general, formación básica de adultos y habilidades personales;2020;18,3
Mujeres;03 Asturias, Principado de;00 Formación general, formación básica de adultos y habilidades personales;2019;23,04
Mujeres;03 Asturias, Principado de;00 Formación general, formación básica de adultos y habilidades personales;2018;22,58
Mujeres;03 Asturias, Principado de;00 Formación general, formación básica de adultos y habilidades personales;2017;18,06
Mujeres;03 Asturias, Principado de;00 Formación general, formación básica de adultos y habilidades personales;2016;16,17
Mujeres;03 Asturias, Principado de;01 Educación;2020;24,22
Mujeres;03 Asturias, Principado de;01 Educación;2019;7,61
Mujeres;03 Asturias, Principado de;01 Educación;2018;7,58
Mujeres;03 Asturias, Principado de;01 Educación;2017;10,64
Mujeres;03 Asturias, Principado de;01 Educación;2016;15,35
Mujeres;03 Asturias, Principado de;02 Artes, humanidades y lenguas;2020;9,38
Mujeres;03 Asturias, Principado de;02 Artes, humanidades y lenguas;2019;12,65
Mujeres;03 Asturias, Principado de;02 Artes, humanidades y lenguas;2018;8,32
Mujeres;03 Asturias, Principado de;02 Artes, humanidades y lenguas;2017;13,48
Mujeres;03 Asturias, Principado de;02 Artes, humanidades y lenguas;2016;24,14
Mujeres;03 Asturias, Principado de;03 Ciencias sociales, periodismo y documentación;2020;5,7
Mujeres;03 Asturias, Principado de;03 Ciencias sociales, periodismo y documentación;2019;6,08
Mujeres;03 Asturias, Principado de;03 Ciencias sociales, periodismo y documentación;2018;17,05
Mujeres;03 Asturias, Principado de;03 Ciencias sociales, periodismo y documentación;2017;13,83
Mujeres;03 Asturias, Principado de;03 Ciencias sociales, periodismo y documentación;2016;4,85
Mujeres;03 Asturias, Principado de;04 Negocios, administración y derecho;2020;14,1
Mujeres;03 Asturias, Principado de;04 Negocios, administración y derecho;2019;13,22
Mujeres;03 Asturias, Principado de;04 Negocios, administración y derecho;2018;11,17
Mujeres;03 Asturias, Principado de;04 Negocios, administración y derecho;2017;10,38
Mujeres;03 Asturias, Principado de;04 Negocios, administración y derecho;2016;13,46
Mujeres;03 Asturias, Principado de;05 Ciencias naturales, químicas, físicas y matemáticas;2020;24,27
Mujeres;03 Asturias, Principado de;05 Ciencias naturales, químicas, físicas y matemáticas;2019;30,11
Mujeres;03 Asturias, Principado de;05 Ciencias naturales, químicas, físicas y matemáticas;2018;10,46
Mujeres;03 Asturias, Principado de;05 Ciencias naturales, químicas, físicas y matemáticas;2017;18,22
Mujeres;03 Asturias, Principado de;05 Ciencias naturales, químicas, físicas y matemáticas;2016;8,57
Mujeres;03 Asturias, Principado de;06 Tecnologías de la información y las comunicaciones (TIC);2020;0
Mujeres;03 Asturias, Principado de;06 Tecnologías de la información y las comunicaciones (TIC);2019;15,29
Mujeres;03 Asturias, Principado de;06 Tecnologías de la información y las comunicaciones (TIC);2018;15,57
Mujeres;03 Asturias, Principado de;06 Tecnologías de la información y las comunicaciones (TIC);2017;7,76
Mujeres;03 Asturias, Principado de;06 Tecnologías de la información y las comunicaciones (TIC);2016;16,31
Mujeres;03 Asturias, Principado de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;9,76
Mujeres;03 Asturias, Principado de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;21,84
Mujeres;03 Asturias, Principado de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;8,03
Mujeres;03 Asturias, Principado de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;17,7
Mujeres;03 Asturias, Principado de;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;12,71
Mujeres;03 Asturias, Principado de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Mujeres;03 Asturias, Principado de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;0
Mujeres;03 Asturias, Principado de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Mujeres;03 Asturias, Principado de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;34,5
Mujeres;03 Asturias, Principado de;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;0
Mujeres;03 Asturias, Principado de;09 Salud y servicios sociales;2020;10,7
Mujeres;03 Asturias, Principado de;09 Salud y servicios sociales;2019;12,72
Mujeres;03 Asturias, Principado de;09 Salud y servicios sociales;2018;9,44
Mujeres;03 Asturias, Principado de;09 Salud y servicios sociales;2017;7,02
Mujeres;03 Asturias, Principado de;09 Salud y servicios sociales;2016;14,32
Mujeres;03 Asturias, Principado de;10 Servicios;2020;20,44
Mujeres;03 Asturias, Principado de;10 Servicios;2019;26,44
Mujeres;03 Asturias, Principado de;10 Servicios;2018;19,4
Mujeres;03 Asturias, Principado de;10 Servicios;2017;11,56
Mujeres;03 Asturias, Principado de;10 Servicios;2016;22,86
Mujeres;03 Asturias, Principado de;99 Sectores desconocidos o no especificados;2020;..
Mujeres;03 Asturias, Principado de;99 Sectores desconocidos o no especificados;2019;..
Mujeres;03 Asturias, Principado de;99 Sectores desconocidos o no especificados;2018;..
Mujeres;03 Asturias, Principado de;99 Sectores desconocidos o no especificados;2017;0
Mujeres;03 Asturias, Principado de;99 Sectores desconocidos o no especificados;2016;..
Mujeres;04 Balears, Illes;00 Formación general, formación básica de adultos y habilidades personales;2020;23,73
Mujeres;04 Balears, Illes;00 Formación general, formación básica de adultos y habilidades personales;2019;17,42
Mujeres;04 Balears, Illes;00 Formación general, formación básica de adultos y habilidades personales;2018;13,36
Mujeres;04 Balears, Illes;00 Formación general, formación básica de adultos y habilidades personales;2017;18,51
Mujeres;04 Balears, Illes;00 Formación general, formación básica de adultos y habilidades personales;2016;16,81
Mujeres;04 Balears, Illes;01 Educación;2020;6,61
Mujeres;04 Balears, Illes;01 Educación;2019;3,81
Mujeres;04 Balears, Illes;01 Educación;2018;7,76
Mujeres;04 Balears, Illes;01 Educación;2017;6,12
Mujeres;04 Balears, Illes;01 Educación;2016;0
Mujeres;04 Balears, Illes;02 Artes, humanidades y lenguas;2020;0
Mujeres;04 Balears, Illes;02 Artes, humanidades y lenguas;2019;16,08
Mujeres;04 Balears, Illes;02 Artes, humanidades y lenguas;2018;8,88
Mujeres;04 Balears, Illes;02 Artes, humanidades y lenguas;2017;12,87
Mujeres;04 Balears, Illes;02 Artes, humanidades y lenguas;2016;13,23
Mujeres;04 Balears, Illes;03 Ciencias sociales, periodismo y documentación;2020;21,85
Mujeres;04 Balears, Illes;03 Ciencias sociales, periodismo y documentación;2019;43,84
Mujeres;04 Balears, Illes;03 Ciencias sociales, periodismo y documentación;2018;0
Mujeres;04 Balears, Illes;03 Ciencias sociales, periodismo y documentación;2017;0
Mujeres;04 Balears, Illes;03 Ciencias sociales, periodismo y documentación;2016;18,31
Mujeres;04 Balears, Illes;04 Negocios, administración y derecho;2020;16,44
Mujeres;04 Balears, Illes;04 Negocios, administración y derecho;2019;9,64
Mujeres;04 Balears, Illes;04 Negocios, administración y derecho;2018;8,37
Mujeres;04 Balears, Illes;04 Negocios, administración y derecho;2017;6,87
Mujeres;04 Balears, Illes;04 Negocios, administración y derecho;2016;10,55
Mujeres;04 Balears, Illes;05 Ciencias naturales, químicas, físicas y matemáticas;2020;0
Mujeres;04 Balears, Illes;05 Ciencias naturales, químicas, físicas y matemáticas;2019;0
Mujeres;04 Balears, Illes;05 Ciencias naturales, químicas, físicas y matemáticas;2018;0
Mujeres;04 Balears, Illes;05 Ciencias naturales, químicas, físicas y matemáticas;2017;0
Mujeres;04 Balears, Illes;05 Ciencias naturales, químicas, físicas y matemáticas;2016;11,36
Mujeres;04 Balears, Illes;06 Tecnologías de la información y las comunicaciones (TIC);2020;1,62
Mujeres;04 Balears, Illes;06 Tecnologías de la información y las comunicaciones (TIC);2019;14,7
Mujeres;04 Balears, Illes;06 Tecnologías de la información y las comunicaciones (TIC);2018;0
Mujeres;04 Balears, Illes;06 Tecnologías de la información y las comunicaciones (TIC);2017;0
Mujeres;04 Balears, Illes;06 Tecnologías de la información y las comunicaciones (TIC);2016;0
Mujeres;04 Balears, Illes;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;17,79
Mujeres;04 Balears, Illes;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;0
Mujeres;04 Balears, Illes;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;0
Mujeres;04 Balears, Illes;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;19,14
Mujeres;04 Balears, Illes;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;16,35
Mujeres;04 Balears, Illes;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Mujeres;04 Balears, Illes;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;33,53
Mujeres;04 Balears, Illes;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Mujeres;04 Balears, Illes;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;0
Mujeres;04 Balears, Illes;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;0
Mujeres;04 Balears, Illes;09 Salud y servicios sociales;2020;9,02
Mujeres;04 Balears, Illes;09 Salud y servicios sociales;2019;6,43
Mujeres;04 Balears, Illes;09 Salud y servicios sociales;2018;3,62
Mujeres;04 Balears, Illes;09 Salud y servicios sociales;2017;5,87
Mujeres;04 Balears, Illes;09 Salud y servicios sociales;2016;5,87
Mujeres;04 Balears, Illes;10 Servicios;2020;10,66
Mujeres;04 Balears, Illes;10 Servicios;2019;17,07
Mujeres;04 Balears, Illes;10 Servicios;2018;15
Mujeres;04 Balears, Illes;10 Servicios;2017;29,15
Mujeres;04 Balears, Illes;10 Servicios;2016;20,03
Mujeres;04 Balears, Illes;99 Sectores desconocidos o no especificados;2020;..
Mujeres;04 Balears, Illes;99 Sectores desconocidos o no especificados;2019;51,13
Mujeres;04 Balears, Illes;99 Sectores desconocidos o no especificados;2018;63,42
Mujeres;04 Balears, Illes;99 Sectores desconocidos o no especificados;2017;25,08
Mujeres;04 Balears, Illes;99 Sectores desconocidos o no especificados;2016;12,77
Mujeres;05 Canarias;00 Formación general, formación básica de adultos y habilidades personales;2020;30,29
Mujeres;05 Canarias;00 Formación general, formación básica de adultos y habilidades personales;2019;28,07
Mujeres;05 Canarias;00 Formación general, formación básica de adultos y habilidades personales;2018;30,66
Mujeres;05 Canarias;00 Formación general, formación básica de adultos y habilidades personales;2017;31,59
Mujeres;05 Canarias;00 Formación general, formación básica de adultos y habilidades personales;2016;37,36
Mujeres;05 Canarias;01 Educación;2020;12,18
Mujeres;05 Canarias;01 Educación;2019;19,26
Mujeres;05 Canarias;01 Educación;2018;13,46
Mujeres;05 Canarias;01 Educación;2017;28,26
Mujeres;05 Canarias;01 Educación;2016;24,67
Mujeres;05 Canarias;02 Artes, humanidades y lenguas;2020;8,58
Mujeres;05 Canarias;02 Artes, humanidades y lenguas;2019;20,83
Mujeres;05 Canarias;02 Artes, humanidades y lenguas;2018;19,98
Mujeres;05 Canarias;02 Artes, humanidades y lenguas;2017;20,42
Mujeres;05 Canarias;02 Artes, humanidades y lenguas;2016;18,12
Mujeres;05 Canarias;03 Ciencias sociales, periodismo y documentación;2020;22,71
Mujeres;05 Canarias;03 Ciencias sociales, periodismo y documentación;2019;23,67
Mujeres;05 Canarias;03 Ciencias sociales, periodismo y documentación;2018;10,38
Mujeres;05 Canarias;03 Ciencias sociales, periodismo y documentación;2017;4,66
Mujeres;05 Canarias;03 Ciencias sociales, periodismo y documentación;2016;42,85
Mujeres;05 Canarias;04 Negocios, administración y derecho;2020;23,02
Mujeres;05 Canarias;04 Negocios, administración y derecho;2019;20,13
Mujeres;05 Canarias;04 Negocios, administración y derecho;2018;19,65
Mujeres;05 Canarias;04 Negocios, administración y derecho;2017;16,1
Mujeres;05 Canarias;04 Negocios, administración y derecho;2016;24,2
Mujeres;05 Canarias;05 Ciencias naturales, químicas, físicas y matemáticas;2020;0
Mujeres;05 Canarias;05 Ciencias naturales, químicas, físicas y matemáticas;2019;40,21
Mujeres;05 Canarias;05 Ciencias naturales, químicas, físicas y matemáticas;2018;20,15
Mujeres;05 Canarias;05 Ciencias naturales, químicas, físicas y matemáticas;2017;50,2
Mujeres;05 Canarias;05 Ciencias naturales, químicas, físicas y matemáticas;2016;11,93
Mujeres;05 Canarias;06 Tecnologías de la información y las comunicaciones (TIC);2020;25,87
Mujeres;05 Canarias;06 Tecnologías de la información y las comunicaciones (TIC);2019;66,18
Mujeres;05 Canarias;06 Tecnologías de la información y las comunicaciones (TIC);2018;24,24
Mujeres;05 Canarias;06 Tecnologías de la información y las comunicaciones (TIC);2017;16,09
Mujeres;05 Canarias;06 Tecnologías de la información y las comunicaciones (TIC);2016;10,69
Mujeres;05 Canarias;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;6,75
Mujeres;05 Canarias;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;17,96
Mujeres;05 Canarias;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;17,22
Mujeres;05 Canarias;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;24,41
Mujeres;05 Canarias;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;40,48
Mujeres;05 Canarias;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;78,82
Mujeres;05 Canarias;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;35,6
Mujeres;05 Canarias;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;0
Mujeres;05 Canarias;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;0
Mujeres;05 Canarias;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;0
Mujeres;05 Canarias;09 Salud y servicios sociales;2020;11,42
Mujeres;05 Canarias;09 Salud y servicios sociales;2019;11,2
Mujeres;05 Canarias;09 Salud y servicios sociales;2018;9,82
Mujeres;05 Canarias;09 Salud y servicios sociales;2017;12,95
Mujeres;05 Canarias;09 Salud y servicios sociales;2016;14,69
Mujeres;05 Canarias;10 Servicios;2020;21,1
Mujeres;05 Canarias;10 Servicios;2019;17,3
Mujeres;05 Canarias;10 Servicios;2018;17,56
Mujeres;05 Canarias;10 Servicios;2017;15,97
Mujeres;05 Canarias;10 Servicios;2016;25,03
Mujeres;05 Canarias;99 Sectores desconocidos o no especificados;2020;34,35
Mujeres;05 Canarias;99 Sectores desconocidos o no especificados;2019;43,55
Mujeres;05 Canarias;99 Sectores desconocidos o no especificados;2018;24,42
Mujeres;05 Canarias;99 Sectores desconocidos o no especificados;2017;62,24
Mujeres;05 Canarias;99 Sectores desconocidos o no especificados;2016;14,78
Mujeres;06 Cantabria;00 Formación general, formación básica de adultos y habilidades personales;2020;16,14
Mujeres;06 Cantabria;00 Formación general, formación básica de adultos y habilidades personales;2019;16,88
Mujeres;06 Cantabria;00 Formación general, formación básica de adultos y habilidades personales;2018;18,46
Mujeres;06 Cantabria;00 Formación general, formación básica de adultos y habilidades personales;2017;15,8
Mujeres;06 Cantabria;00 Formación general, formación básica de adultos y habilidades personales;2016;23,8
Mujeres;06 Cantabria;01 Educación;2020;4,75
Mujeres;06 Cantabria;01 Educación;2019;10,04
Mujeres;06 Cantabria;01 Educación;2018;3,65
Mujeres;06 Cantabria;01 Educación;2017;17,81
Mujeres;06 Cantabria;01 Educación;2016;12,15
Mujeres;06 Cantabria;02 Artes, humanidades y lenguas;2020;0
Mujeres;06 Cantabria;02 Artes, humanidades y lenguas;2019;11,67
Mujeres;06 Cantabria;02 Artes, humanidades y lenguas;2018;0
Mujeres;06 Cantabria;02 Artes, humanidades y lenguas;2017;0
Mujeres;06 Cantabria;02 Artes, humanidades y lenguas;2016;19,48
Mujeres;06 Cantabria;03 Ciencias sociales, periodismo y documentación;2020;8,92
Mujeres;06 Cantabria;03 Ciencias sociales, periodismo y documentación;2019;0
Mujeres;06 Cantabria;03 Ciencias sociales, periodismo y documentación;2018;26,65
Mujeres;06 Cantabria;03 Ciencias sociales, periodismo y documentación;2017;13,74
Mujeres;06 Cantabria;03 Ciencias sociales, periodismo y documentación;2016;16,02
Mujeres;06 Cantabria;04 Negocios, administración y derecho;2020;12,49
Mujeres;06 Cantabria;04 Negocios, administración y derecho;2019;6,48
Mujeres;06 Cantabria;04 Negocios, administración y derecho;2018;12,05
Mujeres;06 Cantabria;04 Negocios, administración y derecho;2017;10,33
Mujeres;06 Cantabria;04 Negocios, administración y derecho;2016;14,94
Mujeres;06 Cantabria;05 Ciencias naturales, químicas, físicas y matemáticas;2020;3,5
Mujeres;06 Cantabria;05 Ciencias naturales, químicas, físicas y matemáticas;2019;7,47
Mujeres;06 Cantabria;05 Ciencias naturales, químicas, físicas y matemáticas;2018;0
Mujeres;06 Cantabria;05 Ciencias naturales, químicas, físicas y matemáticas;2017;5,75
Mujeres;06 Cantabria;05 Ciencias naturales, químicas, físicas y matemáticas;2016;0
Mujeres;06 Cantabria;06 Tecnologías de la información y las comunicaciones (TIC);2020;22,05
Mujeres;06 Cantabria;06 Tecnologías de la información y las comunicaciones (TIC);2019;23,67
Mujeres;06 Cantabria;06 Tecnologías de la información y las comunicaciones (TIC);2018;9,19
Mujeres;06 Cantabria;06 Tecnologías de la información y las comunicaciones (TIC);2017;0
Mujeres;06 Cantabria;06 Tecnologías de la información y las comunicaciones (TIC);2016;27,43
Mujeres;06 Cantabria;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2020;5,43
Mujeres;06 Cantabria;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2019;0
Mujeres;06 Cantabria;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2018;9,02
Mujeres;06 Cantabria;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2017;33,01
Mujeres;06 Cantabria;07 Mecánica, electrónica y otra formación técnica, industria y construcción;2016;23,77
Mujeres;06 Cantabria;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2020;0
Mujeres;06 Cantabria;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2019;47,65
Mujeres;06 Cantabria;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2018;63,05
Mujeres;06 Cantabria;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2017;30,71
Mujeres;06 Cantabria;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;2016;20,17
Mujeres;06 Cantabria;09 Salud y servicios sociales;2020;5,76
Mujeres;06 Cantabria;09 Salud y servicios sociales;2019;9,2
Mujeres;06 Cantabria;09 Salud y servicios sociales;2018;10,57
Mujeres;06 Cantabria;09 Salud y servicios sociales;2017;6,08
Mujeres;06 Cantabria;09 Salud y servicios sociales;2016;7,73
Mujeres;06 Cantabria;10 Servicios;2020;29,53
Mujeres;06 Cantabria;10 Servicios;2019;11,66
Mujeres;06 Cantabria;10 Servicios;2018;16,6
Mujeres;06 Cantabria;10 Servicios;2017;12,91
Mujeres;06 Cantabria;10 Servicios;2016;4,87
Mujeres;06 Cantabria;99 Sectores desconocidos o no especificados;2020;0
Mujeres;06 Cantabria;99 Sectores desconocidos o no especificados;2019;..
Mujeres;06 Cantabria;99 Sectores desconocidos o no especificados;2018;0
Mujeres;06 Cantabria;99 Sectores desconocidos o no especificados;2017;0
Mujeres;06 Cantabria;99 Sectores desconocidos o no especificados;2016;0
Mujeres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2020;19,5
Mujeres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2019;16,38
Mujeres;07 Castilla y León;00 Formación general, formación básica de adultos y habilidades personales;2018;20,39
